tenant_host,jurisdiction,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,gov_classify_bucket
menlofire.primegov.com,"Town of Atherton, CA",rtr:us:ca:menlo-park-fire-protection-district,"Menlo Park Fire Protection District, CA",special_district,pinned,tenant_overrides.csv menlofire.primegov.com source=architecture_doc_1_3,,menlo-park-fire-protection-district-ca,us,CA,town-of-atherton-ca,city
tavaresfl.portal.civicclerk.com,"Tavares, FL",us:place:1271225,"Tavares, FL",municipality,registry,us_places.csv Tavares city,,tavares-fl,us,FL,tavares-fl,city
pub-thunderbay.escribemeetings.com,"City of Thunder Bay, ON",ca:csd:3558004,"Thunder Bay, ON",municipality,registry,ca_csd.csv Thunder Bay,,thunder-bay-on,ca,ON,thunder-bay-on,city
pub-townshipofbrock.escribemeetings.com,Township Of Brock,rtr:us:xx:brock,Township Of Brock,township,unverified,minted from 'Township Of Brock',,township-of-brock,us,,township-of-brock,city
sanmateocounty.granicus.com,"County of San Mateo, CA",us:county:06081,"San Mateo County, CA",county,registry,us_counties.csv San Mateo County,,san-mateo-county-ca,us,CA,county-of-san-mateo-ca,county
nampa.primegov.com,City of Nampa,us:place:1656260,"Nampa, ID",municipality,registry,us_places.csv Nampa city,,nampa-id,us,ID,nampa,city
pub-orlando.escribemeetings.com,"City of Orlando, FL",us:place:1253000,"Orlando, FL",municipality,registry,us_places.csv Orlando city,,orlando-fl,us,FL,orlando-fl,city
highlandparkil.portal.civicclerk.com,"Highland Park, IL",us:place:1734722,"Highland Park, IL",municipality,registry,us_places.csv Highland Park city,,highland-park-il,us,IL,highland-park-il,city
forestgroveor.portal.civicclerk.com,"Forest Grove, OR",us:place:4126200,"Forest Grove, OR",municipality,registry,us_places.csv Forest Grove city,,forest-grove-or,us,OR,forest-grove-or,city
pub-brockton.escribemeetings.com,Brockton,us:place:2509000,"Brockton, MA",municipality,registry,us_places.csv Brockton city,,brockton-ma,us,MA,brockton,city
pub-chatham-kent.escribemeetings.com,"Chatham-Kent, ON",ca:csd:3536020,"Chatham-Kent, ON",municipality,registry,ca_csd.csv Chatham-Kent,,chatham-kent-on,ca,ON,chatham-kent-on,city
pub-chulavista.escribemeetings.com,"City of Chula Vista, CA",us:place:0613392,"Chula Vista, CA",municipality,registry,us_places.csv Chula Vista city,,chula-vista-ca,us,CA,chula-vista-ca,city
uatccta.primegov.com,"City of San Pablo, CA",us:place:0668294,"San Pablo, CA",municipality,registry,us_places.csv San Pablo city,,san-pablo-ca,us,CA,san-pablo-ca,city
juneauak.portal.civicclerk.com,"Juneau, WI",us:place:5538675,"Juneau, WI",municipality,registry,us_places.csv Juneau city,,juneau-wi,us,WI,juneau-wi,city
pub-elliotlake.escribemeetings.com,"City of Elliot Lake, ON",ca:csd:3557041,"Elliot Lake, ON",municipality,registry,ca_csd.csv Elliot Lake,,elliot-lake-on,ca,ON,elliot-lake-on,city
satellitebeach.granicus.com,"Satellite Beach, FL",us:place:1264400,"Satellite Beach, FL",municipality,registry,us_places.csv Satellite Beach city,,satellite-beach-fl,us,FL,satellite-beach-fl,city
reno.primegov.com,"City of Reno, NV",us:place:3260600,"Reno, NV",municipality,registry,us_places.csv Reno city,,reno-nv,us,NV,reno-nv,city
pub-haltonhills.escribemeetings.com,"Town of Halton Hills, ON",ca:csd:3524015,"Halton Hills, ON",municipality,registry,ca_csd.csv Halton Hills,,halton-hills-on,ca,ON,town-of-halton-hills-on,city
sanmateo.primegov.com,"City of San Mateo, CA",us:place:0668252,"San Mateo, CA",municipality,registry,us_places.csv San Mateo city,,san-mateo-ca,us,CA,san-mateo-ca,city
citrusclerk.portal.civicclerk.com,"Citrus County, FL",us:county:12017,"Citrus County, FL",county,registry,us_counties.csv Citrus County,,citrus-county-fl,us,FL,citrus-county-fl,county
pub-morrobay.escribemeetings.com,"City of Morro Bay, CA",us:place:0649362,"Morro Bay, CA",municipality,registry,us_places.csv Morro Bay city,,morro-bay-ca,us,CA,morro-bay-ca,city
santaclaracounty.primegov.com,"County of Santa Clara, CA",us:county:06085,"Santa Clara County, CA",county,registry,us_counties.csv Santa Clara County,,santa-clara-county-ca,us,CA,county-of-santa-clara-ca,county
sauk.granicus.com,"Sauk County, WI",us:county:55111,"Sauk County, WI",county,registry,us_counties.csv Sauk County,,sauk-county-wi,us,WI,sauk-county-wi,county
sealbeach.primegov.com,"City of Seal Beach, CA",us:place:0670686,"Seal Beach, CA",municipality,registry,us_places.csv Seal Beach city,,seal-beach-ca,us,CA,seal-beach-ca,city
napa.granicus.com,"County of Napa, CA",us:county:06055,"Napa County, CA",county,registry,us_counties.csv Napa County,,napa-county-ca,us,CA,county-of-napa-ca,county
duarteca.portal.civicclerk.com,"Duarte, CA",us:place:0619990,"Duarte, CA",municipality,registry,us_places.csv Duarte city,,duarte-ca,us,CA,duarte-ca,city
firestoneco.portal.civicclerk.com,"Firestone, CO",us:place:0826600,"Firestone, CO",municipality,registry,us_places.csv Firestone town,,firestone-co,us,CO,firestone-co,city
smyrnaga.primegov.com,"City of Smyrna, GA",us:place:1371492,"Smyrna, GA",municipality,registry,us_places.csv Smyrna city,,smyrna-ga,us,GA,smyrna-ga,city
southbendin.primegov.com,"City of South Bend, IN",us:place:1871000,"South Bend, IN",municipality,registry,us_places.csv South Bend city,,south-bend-in,us,IN,south-bend-in,city
herndonva.portal.civicclerk.com,Herndon,us:place:5136648,"Herndon, VA",municipality,pinned,tenant_overrides.csv herndonva.portal.civicclerk.com source=auto_derived,,herndon-va,us,VA,herndon,city
niagarafalls.civicweb.net,City of Niagara Falls,us:place:3651055,"Niagara Falls, NY",municipality,registry,us_places.csv Niagara Falls city,,niagara-falls-ny,us,NY,niagara-falls,city
sbcounty.granicus.com,"Santa Barbara County, CA",us:county:06083,"Santa Barbara County, CA",county,registry,us_counties.csv Santa Barbara County,,santa-barbara-county-ca,us,CA,santa-barbara-county-ca,county
tarrantcounty.primegov.com,"Tarrant County, TX",us:county:48439,"Tarrant County, TX",county,registry,us_counties.csv Tarrant County,,tarrant-county-tx,us,TX,tarrant-county-tx,county
pub-goderich.escribemeetings.com,"Goderich, ON",ca:csd:3540028,"Goderich, ON",municipality,registry,ca_csd.csv Goderich,,goderich-on,ca,ON,goderich-on,city
kissimmeefl.portal.civicclerk.com,"Kissimmee, FL",us:place:1236950,"Kissimmee, FL",municipality,registry,us_places.csv Kissimmee city,,kissimmee-fl,us,FL,kissimmee-fl,city
toaks.primegov.com,"City of Thousand Oaks, CA",us:place:0678582,"Thousand Oaks, CA",municipality,registry,us_places.csv Thousand Oaks city,,thousand-oaks-ca,us,CA,thousand-oaks-ca,city
champaign-cablecast.cablecast.tv,"Champaign, IL",us:place:1712385,"Champaign (city), IL",municipality,registry,us_places.csv Champaign city,,champaign-city-il,us,IL,champaign-il,city
pub-horrycountyschools.escribemeetings.com,"Horry County, SC",us:sd:4502490,"Horry County School District, SC",school_district,pinned,tenant_overrides.csv pub-horrycountyschools.escribemeetings.com source=architecture_doc_1_3,,horry-county-school-district-sc,us,SC,horry-county-sc,county
townoffrisco.primegov.com,"Town of Frisco, CO",us:place:0828690,"Frisco, CO",municipality,registry,us_places.csv Frisco town,,frisco-co,us,CO,town-of-frisco-co,city
redwingmn.portal.civicclerk.com,"Red Wing, MN",us:place:2753620,"Red Wing, MN",municipality,registry,us_places.csv Red Wing city,,red-wing-mn,us,MN,red-wing-mn,city
fargo.cablecast.tv,Fargo,us:cousub:2017523000,"Fargo Township, KS",township,registry,us_cousubs.csv Fargo township,,fargo-township-ks,us,KS,fargo,city
tularecounty.primegov.com,"Tulare County, CA",us:county:06107,"Tulare County, CA",county,registry,us_counties.csv Tulare County,,tulare-county-ca,us,CA,tulare-county-ca,county
wiltonmanorsfl.portal.civicclerk.com,"Wilton Manors, FL",us:place:1278000,"Wilton Manors, FL",municipality,registry,us_places.csv Wilton Manors city,,wilton-manors-fl,us,FL,wilton-manors-fl,city
artesiaca.cablecast.tv,Artesia,us:cousub:1707502401,"Artesia Township, IL",township,registry,us_cousubs.csv Artesia township,,artesia-township-il,us,IL,artesia,city
champaign.cablecast.tv,"Champaign, IL",us:place:1712385,"Champaign (city), IL",municipality,registry,us_places.csv Champaign city,,champaign-city-il,us,IL,champaign-il,city
victorvilleca.primegov.com,"City of Victorville, CA",us:place:0682590,"Victorville, CA",municipality,registry,us_places.csv Victorville city,,victorville-ca,us,CA,victorville-ca,city
scottsdale.granicus.com,"City of Scottsdale, AZ",us:place:0465000,"Scottsdale, AZ",municipality,registry,us_places.csv Scottsdale city,,scottsdale-az,us,AZ,scottsdale-az,city
knoxvilletn.primegov.com,"Knoxville, TN",us:place:4740000,"Knoxville, TN",municipality,registry,us_places.csv Knoxville city,,knoxville-tn,us,TN,knoxville-tn,city
pub-nanaimo.escribemeetings.com,"Nanaimo, BC",ca:csd:5921007,"Nanaimo, BC",municipality,registry,ca_csd.csv Nanaimo,,nanaimo-bc,ca,BC,nanaimo-bc,city
clay.primegov.com,"Clay County, FL",us:county:12019,"Clay County, FL",county,registry,us_counties.csv Clay County,,clay-county-fl,us,FL,clay-county-fl,county
pub-palmdesert.escribemeetings.com,"City of Palm Desert, CA",us:place:0655184,"Palm Desert, CA",municipality,registry,us_places.csv Palm Desert city,,palm-desert-ca,us,CA,palm-desert-ca,city
pub-pleasanthillca.escribemeetings.com,"City of Pleasant Hill, CA",us:place:0657764,"Pleasant Hill, CA",municipality,registry,us_places.csv Pleasant Hill city,,pleasant-hill-ca,us,CA,pleasant-hill-ca,city
sibfl.granicus.com,"City of Sunny Isles Beach, FL",us:place:1269555,"Sunny Isles Beach, FL",municipality,registry,us_places.csv Sunny Isles Beach city,,sunny-isles-beach-fl,us,FL,sunny-isles-beach-fl,city
sanantonio.primegov.com,"San Antonio, TX",us:place:4865000,"San Antonio, TX",municipality,registry,us_places.csv San Antonio city,,san-antonio-tx,us,TX,san-antonio-tx,city
longbeach.granicus.com,"City of Long Beach, CA",us:place:0643000,"Long Beach, CA",municipality,registry,us_places.csv Long Beach city,,long-beach-ca,us,CA,long-beach-ca,city
longbeach.primegov.com,"Long Beach, CA",us:place:0643000,"Long Beach, CA",municipality,registry,us_places.csv Long Beach city,,long-beach-ca,us,CA,long-beach-ca,city
okaloosacountyfl.iqm2.com,"Okaloosa County, FL",us:county:12091,"Okaloosa County, FL",county,registry,us_counties.csv Okaloosa County,,okaloosa-county-fl,us,FL,okaloosa-county-fl,county
miamifl.granicus.com,"City of Miami, FL",us:place:1245000,"Miami, FL",municipality,registry,us_places.csv Miami city,,miami-fl,us,FL,miami-fl,city
pub-saskatoon.escribemeetings.com,"Saskatoon, SK",ca:csd:4711066,"Saskatoon, SK",municipality,registry,ca_csd.csv Saskatoon,,saskatoon-sk,ca,SK,saskatoon-sk,city
northcastleny.granicus.com,"Town of North Castle, NY",us:cousub:3611951693,"North Castle Town, NY",township,registry,us_cousubs.csv North Castle town,,north-castle-town-ny,us,NY,town-of-north-castle-ny,city
skagit.granicus.com,"County of Skagit, WA",us:county:53057,"Skagit County, WA",county,registry,us_counties.csv Skagit County,,skagit-county-wa,us,WA,county-of-skagit-wa,county
tylertx.primegov.com,"Tyler, TX",us:place:4874144,"Tyler, TX",municipality,registry,us_places.csv Tyler city,,tyler-tx,us,TX,tyler-tx,city
stpete.granicus.com,City of St. Petersburg,us:place:1263000,"St. Petersburg, FL",municipality,pinned,tenant_overrides.csv stpete.granicus.com source=auto_derived+visual_confirmed,,st-petersburg-fl,us,FL,st-petersburg,city
nassaucountyfl.primegov.com,"Nassau County, FL",us:county:12089,"Nassau County, FL",county,registry,us_counties.csv Nassau County,,nassau-county-fl,us,FL,nassau-county-fl,county
delawarecounty.in.gov,"Delaware County, IN",us:county:18035,"Delaware County, IN",county,registry,us_counties.csv Delaware County,,delaware-county-in,us,IN,delaware-county-in,county
sunrisefl.granicus.com,"City of Sunrise, FL",us:place:1269700,"Sunrise, FL",municipality,registry,us_places.csv Sunrise city,,sunrise-fl,us,FL,sunrise-fl,city
pub-beaumontab.escribemeetings.com,"City of Beaumont, AB",ca:csd:4811013,"Beaumont, AB",municipality,registry,ca_csd.csv Beaumont,,beaumont-ab,ca,AB,beaumont-ab,city
coloradosprings.granicus.com,"City of Colorado Springs, CO",us:place:0816000,"Colorado Springs, CO",municipality,registry,us_places.csv Colorado Springs city,,colorado-springs-co,us,CO,colorado-springs-co,city
pub-kneehillcounty.escribemeetings.com,Kneehill County,rtr:us:xx:kneehill-county,Kneehill County,county,unverified,minted from 'Kneehill County',,kneehill-county,us,,kneehill-county,county
www.cityofmontclair.org,"Montclair, CA",us:place:0648788,"Montclair, CA",municipality,registry,us_places.csv Montclair city,,montclair-ca,us,CA,montclair-ca,city
pub-marvinnc.escribemeetings.com,Marvin,rtr:us:xx:marvin,Marvin,other,unverified,minted from 'Marvin',,marvin,us,,marvin,city
pub-merrickville-wolford.escribemeetings.com,"Merrickville-Wolford, ON",ca:csd:3507052,"Merrickville-Wolford, ON",municipality,registry,ca_csd.csv Merrickville-Wolford,,merrickville-wolford-on,ca,ON,merrickville-wolford-on,city
elatownship.gov,"Ela Township, IL",us:cousub:1709722853,"Ela Township, IL",township,registry,us_cousubs.csv Ela township,,ela-township-il,us,IL,ela-township-il,city
pub-pasorobles.escribemeetings.com,"Paso Robles, CA",rtr:us:ca:paso-robles,"Paso Robles, CA",other,unverified,"minted from 'Paso Robles, CA'",,paso-robles-ca,us,CA,paso-robles-ca,city
burlingtonvt.portal.civicclerk.com,"Burlington, VT",us:place:5010675,"Burlington, VT",municipality,registry,us_places.csv Burlington city,,burlington-vt,us,VT,burlington-vt,city
pub-salmonarm.escribemeetings.com,"City of Salmon Arm, BC",ca:csd:5939032,"Salmon Arm, BC",municipality,registry,ca_csd.csv Salmon Arm,,salmon-arm-bc,ca,BC,salmon-arm-bc,city
coaldale.civicweb.net,Coaldale,rtr:us:xx:coaldale,Coaldale,other,unverified,minted from 'Coaldale',,coaldale,us,,coaldale,city
pub-saugeenshores.escribemeetings.com,"Town of Saugeen Shores, ON",ca:csd:3541045,"Saugeen Shores, ON",municipality,registry,ca_csd.csv Saugeen Shores,,saugeen-shores-on,ca,ON,town-of-saugeen-shores-on,city
buttecoca.portal.civicclerk.com,"Butte County, CA",us:county:06007,"Butte County, CA",county,registry,us_counties.csv Butte County,,butte-county-ca,us,CA,butte-county-ca,county
pub-shelburne.escribemeetings.com,Town of Shelburne,rtr:us:xx:shelburne,Town of Shelburne,municipality,unverified,minted from 'Town of Shelburne',,town-of-shelburne,us,,town-of-shelburne,city
pub-lincoln.escribemeetings.com,Town of Lincoln,rtr:us:xx:lincoln,Town of Lincoln,municipality,unverified,minted from 'Town of Lincoln',,town-of-lincoln,us,,town-of-lincoln,city
www.westhamptonbeach.gov,"Westhampton Beach, NY",us:place:3680181,"Westhampton Beach, NY",municipality,registry,us_places.csv Westhampton Beach village,,westhampton-beach-ny,us,NY,westhampton-beach-ny,city
pub-trca.escribemeetings.com,City of Markham,rtr:ca:on:toronto-and-region-conservation-authority,"Toronto and Region Conservation Authority, ON",special_district,pinned,tenant_overrides.csv pub-trca.escribemeetings.com source=architecture_doc_1_3,,toronto-and-region-conservation-authority-on,ca,ON,markham,city
pub-strathcona.escribemeetings.com,Strathcona,us:place:2763130,"Strathcona, MN",municipality,registry,us_places.csv Strathcona city,,strathcona-mn,us,MN,strathcona,city
pub-london.escribemeetings.com,City of London,rtr:us:xx:london,City of London,municipality,pinned,tenant_overrides.csv pub-london.escribemeetings.com source=jurisdiction_overrides,,city-of-london,us,,london,city
pub-amherstburg.escribemeetings.com,"Town of Amherstburg, ON",ca:csd:3537028,"Amherstburg, ON",municipality,registry,ca_csd.csv Amherstburg,,amherstburg-on,ca,ON,town-of-amherstburg-on,city
hanovercova.portal.civicclerk.com,"Hanover County, VA",us:county:51085,"Hanover County, VA",county,registry,us_counties.csv Hanover County,,hanover-county-va,us,VA,hanover-county-va,county
milwaukee.granicus.com,Milwaukee.,us:place:5553000,"Milwaukee, WI",municipality,registry,us_places.csv Milwaukee city,,milwaukee-wi,us,WI,milwaukee,city
pub-townofgrandvalley.escribemeetings.com,"Town of Grand Valley, ON",ca:csd:3522010,"Grand Valley, ON",municipality,registry,ca_csd.csv Grand Valley,,grand-valley-on,ca,ON,town-of-grand-valley-on,city
a2gov.legistar.com,"City of Ann Arbor, MI",us:place:2603000,"Ann Arbor, MI",municipality,registry,us_places.csv Ann Arbor city,,ann-arbor-mi,us,MI,ann-arbor-mi,city
pub-townofws.escribemeetings.com,"Town of Whitchurch-Stouffville, ON",ca:csd:3519044,"Whitchurch-Stouffville, ON",municipality,registry,ca_csd.csv Whitchurch-Stouffville,,whitchurch-stouffville-on,ca,ON,town-of-whitchurch-stouffville-on,city
pub-westkelowna.escribemeetings.com,"City of West Kelowna, BC",ca:csd:5935029,"West Kelowna, BC",municipality,registry,ca_csd.csv West Kelowna,,west-kelowna-bc,ca,BC,west-kelowna-bc,city
pub-mississauga.escribemeetings.com,"Mississauga, ON",ca:csd:3521005,"Mississauga, ON",municipality,registry,ca_csd.csv Mississauga,,mississauga-on,ca,ON,mississauga-on,city
coe-pub.escribemeetings.com,County of Essex,ca:cd:3537,"Essex, ON",county,pinned,tenant_overrides.csv coe-pub.escribemeetings.com source=visual_confirmed,,essex-on,ca,ON,county-of-essex,county
pub-cramahe.escribemeetings.com,"Cramahe, ON",ca:csd:3514014,"Cramahe, ON",municipality,registry,ca_csd.csv Cramahe,,cramahe-on,ca,ON,cramahe-on,city
pub-gloucesterva.escribemeetings.com,"Gloucester, MA",us:place:2526150,"Gloucester, MA",municipality,registry,us_places.csv Gloucester city,,gloucester-ma,us,MA,gloucester-ma,city
lacounty.granicus.com,"Los Angeles County, CA",us:county:06037,"Los Angeles County, CA",county,registry,us_counties.csv Los Angeles County,,los-angeles-county-ca,us,CA,los-angeles-county-ca,county
kelownapublishing.escribemeetings.com,"City of Kelowna, BC",ca:csd:5935010,"Kelowna, BC",municipality,registry,ca_csd.csv Kelowna,,kelowna-bc,ca,BC,kelowna-bc,city
tccd.granicus.com,"Tarrant County, TX",rtr:us:tx:tarrant-county-college-district,"Tarrant County College District, TX",school_district,pinned,tenant_overrides.csv tccd.granicus.com source=architecture_doc_1_3,,tarrant-county-college-district-tx,us,TX,tarrant-county-tx,county
kaysvilleut.portal.civicclerk.com,"KAYSVILLE, UT",us:place:4940360,"Kaysville, UT",municipality,registry,us_places.csv Kaysville city,,kaysville-ut,us,UT,kaysville-ut,city
pub-newwestcity.escribemeetings.com,"City of New Westminster, BC",ca:csd:5915029,"New Westminster, BC",municipality,registry,ca_csd.csv New Westminster,,new-westminster-bc,ca,BC,new-westminster-bc,city
pub-cutlerbay-fl.escribemeetings.com,"Town of Cutler Bay, FL",us:place:1215968,"Cutler Bay, FL",municipality,registry,us_places.csv Cutler Bay town,,cutler-bay-fl,us,FL,town-of-cutler-bay-fl,city
nrhtx.granicus.com,"North Richland Hills, TX",us:place:4852356,"North Richland Hills, TX",municipality,registry,us_places.csv North Richland Hills city,,north-richland-hills-tx,us,TX,north-richland-hills-tx,city
pub-durhamregion.escribemeetings.com,"Durham Region, ON",ca:cd:3518,"Durham, ON",county,registry,ca_cd.csv Durham,,durham-on,ca,ON,durham-region-on,county
pub-hainescity.escribemeetings.com,"Haines City, FL",us:place:1228400,"Haines City, FL",municipality,registry,us_places.csv Haines City city,,haines-city-fl,us,FL,haines-city-fl,city
pub-holmesbeachfl.escribemeetings.com,"City of Holmes Beach, FL",us:place:1232150,"Holmes Beach, FL",municipality,registry,us_places.csv Holmes Beach city,,holmes-beach-fl,us,FL,holmes-beach-fl,city
temeculaca.granicus.com,"Temecula, CA",us:place:0678120,"Temecula, CA",municipality,registry,us_places.csv Temecula city,,temecula-ca,us,CA,temecula-ca,city
duncan.civicweb.net,Duncan,rtr:us:xx:duncan,Duncan,other,unverified,minted from 'Duncan',,duncan,us,,duncan,city
pub-morenovalley.escribemeetings.com,"City of Moreno Valley, CA",us:place:0649270,"Moreno Valley, CA",municipality,registry,us_places.csv Moreno Valley city,,moreno-valley-ca,us,CA,moreno-valley-ca,city
pub-oneinvestmentprogram.escribemeetings.com,"Town of New Tecumseth, ON",ca:csd:3543007,"New Tecumseth, ON",municipality,registry,ca_csd.csv New Tecumseth,,new-tecumseth-on,ca,ON,town-of-new-tecumseth-on,city
pub-vaughan.escribemeetings.com,"City of Vaughan, ON",ca:csd:3519028,"Vaughan, ON",municipality,registry,ca_csd.csv Vaughan,,vaughan-on,ca,ON,vaughan-on,city
pub-wasagabeach.escribemeetings.com,"Town of Wasaga Beach, ON",ca:csd:3543064,"Wasaga Beach, ON",municipality,registry,ca_csd.csv Wasaga Beach,,wasaga-beach-on,ca,ON,town-of-wasaga-beach-on,city
miamidade.granicus.com,"Miami-Dade County, FL",us:county:12086,"Miami-Dade County, FL",county,registry,us_counties.csv Miami-Dade County,,miami-dade-county-fl,us,FL,miami-dade-county-fl,county
pub-strathroy-caradoc.escribemeetings.com,County of Middlesex,rtr:us:xx:county-of-middlesex,County of Middlesex,county,unverified,minted from 'County of Middlesex',,county-of-middlesex,us,,county-of-middlesex,county
pub-brant.escribemeetings.com,"Brant, ON",ca:csd:3529005,"Brant, ON",municipality,registry,ca_csd.csv Brant,,brant-on,ca,ON,brant-on,city
pub-mackenziebc.escribemeetings.com,Mackenzie,rtr:us:xx:mackenzie,Mackenzie,other,unverified,minted from 'Mackenzie',,mackenzie,us,,mackenzie,city
pub-norfolkcounty.escribemeetings.com,Norfolk County,rtr:us:xx:norfolk-county,Norfolk County,county,unverified,minted from 'Norfolk County',,norfolk-county,us,,norfolk-county,county
pub-pointedward.escribemeetings.com,"Point Edward, ON",ca:csd:3538031,"Point Edward, ON",municipality,registry,ca_csd.csv Point Edward,,point-edward-on,ca,ON,point-edward-on,city
pub-cmsd.escribemeetings.com,"Costa Mesa Sanitary District, CA",rtr:us:ca:costa-mesa-sanitary-district,"Costa Mesa Sanitary District, CA",special_district,pinned,tenant_overrides.csv pub-cmsd.escribemeetings.com source=known_domains,,costa-mesa-sanitary-district-ca,us,CA,costa-mesa-sanitary-district-ca,agency
tustin.granicus.com,"City of Tustin, CA",us:place:0680854,"Tustin, CA",municipality,registry,us_places.csv Tustin city,,tustin-ca,us,CA,tustin-ca,city
pub-owasa.escribemeetings.com,"Owasa, IA",us:place:1960555,"Owasa, IA",municipality,registry,us_places.csv Owasa city,,owasa-ia,us,IA,owasa-ia,city
pub-tillsonburg.escribemeetings.com,"Town of Tillsonburg, ON",ca:csd:3532004,"Tillsonburg, ON",municipality,registry,ca_csd.csv Tillsonburg,,tillsonburg-on,ca,ON,town-of-tillsonburg-on,city
eustis.civicweb.net,City of Eustis,us:cousub:2300724005,"Eustis Town, ME",township,registry,us_cousubs.csv Eustis town,,eustis-town-me,us,ME,eustis,city
pub-langleycity.escribemeetings.com,Langley,us:cousub:2005338600,"Langley Township, KS",township,registry,us_cousubs.csv Langley township,,langley-township-ks,us,KS,langley,city
pub-orinda.escribemeetings.com,"City of Orinda, CA",us:place:0654232,"Orinda, CA",municipality,registry,us_places.csv Orinda city,,orinda-ca,us,CA,orinda-ca,city
edmondswa.granicus.com,"City of Edmonds, WA",us:place:5320750,"Edmonds, WA",municipality,registry,us_places.csv Edmonds city,,edmonds-wa,us,WA,edmonds-wa,city
sanbernardino.granicus.com,"County of San Bernardino, CA",us:county:06071,"San Bernardino County, CA",county,registry,us_counties.csv San Bernardino County,,san-bernardino-county-ca,us,CA,county-of-san-bernardino-ca,county
pub-townofmammothlakes.escribemeetings.com,"Town of Mammoth Lakes, CA",us:place:0645358,"Mammoth Lakes, CA",municipality,registry,us_places.csv Mammoth Lakes town,,mammoth-lakes-ca,us,CA,town-of-mammoth-lakes-ca,city
laceywa.portal.civicclerk.com,"Lacey, WA",us:place:5336745,"Lacey, WA",municipality,registry,us_places.csv Lacey city,,lacey-wa,us,WA,lacey-wa,city
pub-haldimandcounty.escribemeetings.com,Haldimand County,rtr:ca:on:haldimand-county,"Haldimand County, ON",county,pinned,tenant_overrides.csv pub-haldimandcounty.escribemeetings.com source=visual_confirmed,,haldimand-county-on,ca,ON,haldimand-county,county
pub-hamilton.escribemeetings.com,City of Hamilton,rtr:us:xx:hamilton,Hamilton,other,pinned,tenant_overrides.csv pub-hamilton.escribemeetings.com source=jurisdiction_overrides,,hamilton,us,,hamilton,city
pub-imperialbeach.escribemeetings.com,"City of Imperial Beach, CA",us:place:0636294,"Imperial Beach, CA",municipality,registry,us_places.csv Imperial Beach city,,imperial-beach-ca,us,CA,imperial-beach-ca,city
upperdublin.granicus.com,"Upper Dublin, PA",us:cousub:4209179008,"Upper Dublin Township, PA",township,registry,us_cousubs.csv Upper Dublin township,,upper-dublin-township-pa,us,PA,upper-dublin-pa,city
lacenter.civicweb.net,La Center,rtr:us:xx:la-center,La Center,other,unverified,minted from 'La Center',,la-center,us,,la-center,city
pub-okotoks.escribemeetings.com,"Town of Okotoks, AB",ca:csd:4806012,"Okotoks, AB",municipality,registry,ca_csd.csv Okotoks,,okotoks-ab,ca,AB,town-of-okotoks-ab,city
pub-wilmot.escribemeetings.com,Wilmot,rtr:us:xx:wilmot,Wilmot,other,unverified,minted from 'Wilmot',,wilmot,us,,wilmot,city
pub-anmore.escribemeetings.com,"Anmore, BC",ca:csd:5915038,"Anmore, BC",municipality,registry,ca_csd.csv Anmore,,anmore-bc,ca,BC,anmore-bc,city
pub-evans.escribemeetings.com,"Evans, CO",us:place:0825280,"Evans, CO",municipality,registry,us_places.csv Evans city,,evans-co,us,CO,evans-co,city
pub-orangeville.escribemeetings.com,Orangeville,ca:csd:3522014,"Orangeville, ON",municipality,pinned,tenant_overrides.csv pub-orangeville.escribemeetings.com source=visual_confirmed,,orangeville-on,ca,ON,orangeville,city
pub-wellington.escribemeetings.com,County of Wellington,ca:cd:3523,"Wellington, ON",county,pinned,tenant_overrides.csv pub-wellington.escribemeetings.com source=visual_confirmed,,wellington-on,ca,ON,county-of-wellington,county
pub-porthope.escribemeetings.com,Port Hope,rtr:us:xx:port-hope,Port Hope,special_district,unverified,minted from 'Port Hope',,port-hope,us,,port-hope,city
pub-stthomas.escribemeetings.com,"City of St. Thomas, ON",ca:csd:3534021,"St. Thomas, ON",municipality,registry,ca_csd.csv St. Thomas,,st-thomas-on,ca,ON,st-thomas-on,city
pub-cornerbrook.escribemeetings.com,"City of Corner Brook, NL",ca:csd:1005018,"Corner Brook, NL",municipality,registry,ca_csd.csv Corner Brook,,corner-brook-nl,ca,NL,corner-brook-nl,city
pub-mountpearl.escribemeetings.com,"City of Mount Pearl, NL",ca:csd:1001542,"Mount Pearl, NL",municipality,registry,ca_csd.csv Mount Pearl,,mount-pearl-nl,ca,NL,mount-pearl-nl,city
nassaufl.granicus.com,"Nassau County, FL",us:county:12089,"Nassau County, FL",county,registry,us_counties.csv Nassau County,,nassau-county-fl,us,FL,nassau-county-fl,county
pub-northumberland.escribemeetings.com,County of Northumberland,us:county:42097,"Northumberland County, PA",county,pinned,tenant_overrides.csv pub-northumberland.escribemeetings.com source=auto_derived+inferred_unique_name,,northumberland-county-pa,us,PA,county-of-northumberland,county
parkerco.portal.civicclerk.com,"Parker, CO",us:place:0857630,"Parker, CO",municipality,registry,us_places.csv Parker town,,parker-co,us,CO,parker-co,city
mapleton.civicweb.net,Township of Mapleton,rtr:us:xx:mapleton,Township of Mapleton,township,unverified,minted from 'Township of Mapleton',,township-of-mapleton,us,,township-of-mapleton,city
princeton.civicweb.net,Town of Princeton,rtr:us:xx:princeton,Town of Princeton,municipality,unverified,minted from 'Town of Princeton',,town-of-princeton,us,,town-of-princeton,city
